X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
PA_2B,SO,0.1591,0.15591581,0.013669997,0.15213,5.0,0.056428615
PA_CF,Batted Balls,0.1591,0.12566155,0.03329,0.15484,5.0,0.18286182
SHR,SO/BB,0.1591,0.15853082,0.021240003,0.15172,5.0,0.023857415
D_PMLVr,G_3B,0.1591,0.14943843,0.025959998,0.15082,5.0,0.09829331
R2BI%,IBB,0.1591,0.13827291,0.07719,0.15117,5.0,0.14431591
PICKOFF,SLG,0.15907,0.13427213,0.11765,0.15181,5.0,0.15747342
PA_DH,STRIKES,0.15903,0.15412569,0.0142600015,0.15236,5.0,0.070030846
G_DH,STRIKES,0.15903,0.15615502,0.044230007,0.14918,5.0,0.05361894
D_BPF,POS,0.15903,0.15798487,0.1394,0.14994,5.0,-0.032328684
IBBR,PA_3B,0.15901,0.15886672,0.045969993,0.1511,5.0,0.011969881
PA,POS,0.159,0.15899712,0.040370002,0.15004,5.0,-0.0016980101
OBP,POS,0.159,0.15742745,0.08494999,0.15098,5.0,0.03965542
UBBr,GIDP,0.15898,0.15506819,0.085209996,0.14927,5.0,-0.06254451
PICKOFF,POP,0.15898,0.1059297,0.090299994,0.15334,5.0,0.2303265
D_BPF,D_ISO,0.15898,0.15301463,0.01800999,0.15031,5.0,0.07723577
D_RAR,G_1B,0.15898,0.071339965,0.034039997,0.15529,5.0,0.2960406
LEADOFF_PA,POS,0.15896,0.15707955,0.059590004,0.15163,5.0,0.04336419
SO/BB,G_LF,0.15896,0.15845254,0.03751,0.15065,5.0,-0.022526976
LD%,G_3B,0.15896,0.1476101,0.051349998,0.15124,5.0,0.1065359
DP%,IBB,0.15893,0.1580853,0.1005,0.1519,5.0,-0.029063746
SO/BB,GIDP,0.15892,0.13166417,0.05575,0.15153,5.0,-0.1650934
NSOR,POP,0.15891,0.15586315,0.067140006,0.15082,5.0,0.055198375
LEADOFFR,FC,0.1589,0.15131292,0.12507999,0.15021,5.0,-0.087103814
B1R,G_1B,0.15889,0.1525398,0.066379994,0.14911,5.0,-0.079688035
R3_BI,FB%,0.15889,0.10220647,0.047769994,0.15041,5.0,0.23808302
OUT,SH,0.15885,0.15615907,0.10633,0.15036,5.0,0.051874183
R1_BI,PA_3B,0.15885,0.11831543,0.082559995,0.15388,5.0,0.201332
HRr,PA_1B,0.15884,0.090117306,0.028769992,0.15092,5.0,0.26215014
PA_SS,SO,0.15879,0.15877205,0.02468,0.15025,5.0,-0.004237883
G_SS,SH,0.15878,0.09761515,0.032649994,0.15654,5.0,0.24731526
R1BI%,PICKOFF,0.15877,0.15875779,0.09923999,0.1535,5.0,-0.0034936685
D_VORPr,G_LF,0.15875,0.14618172,0.04484,0.1544,5.0,0.112108335
D_PMLV,POP%,0.15875,0.14469892,0.01828,0.14905,5.0,-0.118537225
POP%,2B,0.15874,0.14606592,0.03931,0.15101,5.0,-0.11257924
ROB,DP%,0.15873,0.15338093,0.02894,0.15185,5.0,0.0731373
FB%,DP,0.15868,0.15507106,0.081350006,0.1524,5.0,0.060074445
D_ISO,FC,0.15864,0.14823833,0.12143999,0.15357,5.0,0.10198855
PA_3B,DP,0.15862,0.1369069,0.07984,0.15291,5.0,0.14735362
D_RPMLV,PA_SS,0.15862,0.14729698,0.03427,0.15075,5.0,0.106409654
R2_BI,PA_RF,0.15861,0.10428254,0.058740005,0.15418,5.0,0.2330825
R3BI%,PICKOFF,0.15859,0.1566498,0.11781,0.15314,5.0,0.044047702
POP%,TBP,0.15856,0.15761888,0.016880006,0.14984,5.0,-0.030677468
G_PR,SIT_DP,0.15853,0.07614962,0.042789996,0.15302,5.0,-0.28701982
END_GAMER,SOr,0.15853,0.1468404,0.013349995,0.15192,5.0,0.108118445
HRr,PA_LF,0.15849,0.099409744,0.02956,0.14926,5.0,0.2430643
D_MLV,G_LF,0.15849,0.121346295,0.020360004,0.15053,5.0,0.19272703
D_NETDP,POP,0.15848,0.1581795,0.041270003,0.15117,5.0,-0.017334757
BBr,PA_RF,0.15846,0.15145022,0.047350004,0.14883,5.0,0.083724484
BBr,G_RF,0.15846,0.15127343,0.040900007,0.14883,5.0,0.08477364
RUNR,PA_LF,0.15841,0.1319105,0.021249995,0.14944,5.0,0.16278663
PA_C,SO,0.15839,0.15447547,0.03223,0.15073,5.0,-0.06256627
G_C,SO,0.15839,0.15290412,0.03465,0.15073,5.0,-0.074066706
HITR,PA_PH,0.15836,0.12919265,0.024540007,0.14862,5.0,-0.17078455
HITR,G_PH,0.15836,0.12894675,0.022400007,0.14862,5.0,-0.17150292
FC,BB,0.15832,0.12374546,0.099149995,0.15192,5.0,0.1859423
D_RPMLVr,PA_3B,0.15832,0.14194962,0.022959992,0.1493,5.0,0.12794673
UBBr,2B,0.15829,0.1569398,0.09369,0.15009,5.0,0.036744937
R2_BI,ABR,0.15828,0.15757693,0.048200004,0.15181,5.0,-0.026515266
G_2B,GB,0.15823,0.12019061,0.020350002,0.15084,5.0,0.1950369
G_1B,2B,0.15822,0.11508591,0.05804,0.15452,5.0,0.20768747
UBBr,G_2B,0.15821,0.15215385,0.02569,0.14806,5.0,-0.077821285
IBBR,PA_C,0.15818,0.15578659,0.046909995,0.15197,5.0,0.0489225
IBBR,G_C,0.15818,0.15616263,0.031399995,0.15197,5.0,0.044914998
D_PMLV,PA_DH,0.15817,0.14851204,0.046690002,0.15077,5.0,0.09827497
D_PMLV,G_DH,0.15817,0.15089823,0.07015,0.15077,5.0,0.0852747
UBBr,G_LF,0.1581,0.15375833,0.019769996,0.14948,5.0,0.06589132
ROEr,PA_1B,0.15808,0.14218712,0.03147,0.14894,5.0,-0.12606695
POP%,FB,0.15808,0.15409595,0.044039994,0.15055,5.0,-0.06311928
POP%,BBr,0.15808,0.155762,0.026079997,0.14799,5.0,-0.04814558
R2_BI,PA_C,0.15804,0.1578799,0.073010005,0.15804,4.4594316,0.012652918
D_RAP,PA_CF,0.15803,0.15114078,0.045110002,0.14846,5.0,0.08300134
ROB,ABR,0.15803,0.15008369,0.018890008,0.14783,5.0,-0.08914205
SFR,PA_3B,0.15801,0.15250655,0.03639,0.14927,5.0,0.07418533
PA%,G_C,0.15797,0.1541068,0.07654999,0.15797,3.5849626,-0.06215464
ROB,POS,0.15795,0.15718484,0.047689997,0.15029,5.0,-0.027661527
G_SS,HR,0.15793,0.14766619,0.050790004,0.15444,5.0,-0.10131049
NSOR,G_PR,0.15793,0.13347317,0.08812,0.1496,5.0,0.1563868
PICKOFF,UBBr,0.15788,0.15719502,0.12745999,0.1494,5.0,-0.02617207
SF,IBB,0.15786,0.0133499205,0.0384,0.15786,4.70044,0.3801448
DP%,PA_SS,0.15784,0.13883677,0.050470002,0.15057,5.0,0.13785222
SB%,D_ISO,0.15784,0.13631074,0.040629998,0.14939,5.0,0.1467285
HRr,AVG,0.15781,0.11045902,0.02223,0.14746,5.0,0.2176028
HITR,PA_LF,0.1578,0.14934069,0.028850004,0.1493,5.0,0.09197454
SLG,G_CF,0.15779,0.15389487,0.057280004,0.14994,5.0,0.06241101
PA_SS,END_GAME,0.15776,0.14525108,0.092209995,0.15407,5.0,0.111843236
PA_3B,END_GAME,0.15775,0.13954708,0.08844999,0.15065,5.0,0.13491817
SFR,PA_1B,0.15774,0.14196797,0.019490004,0.14864,5.0,0.12558676
SFR,G_1B,0.15774,0.14129117,0.03001,0.1491,5.0,0.12825295
D_RAP,G_CF,0.15772,0.15458997,0.06299,0.14865,5.0,0.055946756
RBIR,G_CF,0.15771,0.15668568,0.05803,0.14847,5.0,-0.03200506
D_PMLV,BK,0.1577,0.13285014,0.12661,0.15078,5.0,0.15763839
UBBr,HBP,0.15768,0.15761238,0.117460005,0.15001,5.0,0.008223151
OBI,UBBr,0.15766,0.15222618,0.030559987,0.1486,5.0,0.073714435
PA_PH,POS,0.15765,0.0768191,0.049389996,0.15765,4.321928,0.28430775
G_PH,POS,0.15765,0.07677549,0.049389996,0.15765,4.321928,0.28438443
B3R,HITR,0.15758,0.12058129,0.029529996,0.14777,5.0,0.19235049
GB%,UBBr,0.15752,0.13452435,0.014569998,0.14996,5.0,-0.15164317
R2_BI,PA_SS,0.1575,0.15367474,0.07162,0.15214,5.0,0.06184872
ROEr,IBB,0.15749,0.121929206,0.07617,0.15011,5.0,-0.1885757
PA_C,SALARY,0.15748,0.14741884,0.026930004,0.14892,5.0,-0.10030533
G_C,SALARY,0.15748,0.14512394,0.065060005,0.14892,5.0,-0.111157835
D_OUTS_EQ,G_RF,0.15742,0.11444804,0.047900002,0.15366,5.0,0.20729677
OBI%,G_PR,0.15742,0.13608666,0.06912,0.15242,5.0,-0.14605936
G_LF,LEADOFF_PA,0.15739,0.14469458,0.03514,0.15004,5.0,0.11267396
TBP,PA_RF,0.15739,0.13384832,0.058529995,0.14922,5.0,0.15343295
TBP,G_RF,0.15739,0.13658193,0.054119997,0.14922,5.0,0.14425005
R2BI%,POP%,0.15736,0.15689749,0.047970004,0.14965,5.0,-0.021506052
D_BPF,LD,0.15729,0.15675035,0.032459997,0.14828,5.0,0.0232303
ROEr,G_SS,0.15728,0.1521748,0.06053,0.14889,5.0,0.07145066
D_VORPr,PA_RF,0.15724,0.14988999,0.046730004,0.14991,5.0,0.08573218
D_VORPr,G_RF,0.15724,0.15198344,0.06362,0.14991,5.0,0.07250217
D_RAP,G_LF,0.15722,0.1443829,0.019319996,0.14876,5.0,0.11330097
D_VORPr,FC,0.15719,0.14376354,0.12562,0.14833,5.0,0.11587254
R1BI%,PB,0.15719,0.119483545,0.09259,0.15193,5.0,0.19418147
SO/BB,Record_ID#,0.15718,0.15698889,0.011469997,0.14821,5.0,0.013824418
R2BI%,SB%,0.15718,0.15717769,0.061789997,0.15111,5.0,-0.0015178439
CS,POP%,0.15716,0.13898094,0.1075,0.14753,5.0,-0.13482973
R3_BI,DP%,0.15716,0.1527481,0.066369995,0.1499,5.0,0.06642214
POP%,FB%,0.15715,0.14588675,0.017300002,0.1481,5.0,0.10612844
RUNR,LD%,0.1571,0.1503713,0.013579998,0.1484,5.0,0.0820287
OBI%,LD%,0.15709,0.10603548,0.027949996,0.15232,5.0,0.22595246
G_RF,2B,0.15708,0.11334005,0.07357,0.15301,5.0,0.20914097
FB%,3B,0.15707,0.15626647,0.103889994,0.14875,5.0,0.028346736
D_RPMLVr,PA_RF,0.15707,0.14972776,0.037649997,0.14727,5.0,0.0856868
D_RPMLVr,G_RF,0.15707,0.15188636,0.06331,0.14727,5.0,0.07199752
GB%,POS,0.157,0.1500497,0.07480001,0.1499,5.0,0.08336849
ROEr,Record_ID#,0.15699,0.1567904,0.016669996,0.14907,5.0,-0.0141279455
G_RF,SIT_DP,0.15692,0.1072527,0.048779994,0.15343,5.0,0.2228616
BBr,BK,0.15691,0.13831565,0.12859,0.14957,5.0,0.13636112
BK,BB,0.15689,0.107055016,0.09441,0.15273,5.0,0.22323751
DP%,PA_DH,0.15689,0.1561972,0.035490006,0.14979,5.0,0.026321214
DP%,G_DH,0.15689,0.15634719,0.04540001,0.14979,5.0,0.023298344
D_RPMLV,G_SS,0.15682,0.15156735,0.029149994,0.14957,5.0,0.072475106
D_EqA,LEADOFFR,0.15679,0.15520002,0.018520005,0.14783,5.0,0.039874613
SOr,IBBR,0.15678,0.15637666,0.010919996,0.14817,5.0,0.02008339
G_DH,Batted Balls,0.15677,0.15643595,0.045150004,0.14811,5.0,0.018277016
FB%,1B,0.15672,0.15669881,0.017279997,0.15052,5.0,0.004602529
R3BI%,POP%,0.15671,0.13574225,0.013710007,0.14936,5.0,-0.14480245
PA_3B,G,0.15667,0.1283412,0.01997,0.15223,5.0,0.16831164
POP%,STRIKES,0.1566,0.14311862,0.017680004,0.1508,5.0,-0.11610937
POP%,END_GAMER,0.1566,0.15170808,0.02798,0.1476,5.0,0.06994227
SH,AB,0.15656,0.1554818,0.11144,0.14807,5.0,0.03283605
D_PMLVr,PA_C,0.15656,0.15215056,0.03194,0.14815,5.0,0.06640368
D_PMLVr,G_C,0.15656,0.15481664,0.043410003,0.14815,5.0,0.04175359
R3,G_RF,0.15655,0.11537647,0.069079995,0.1521,5.0,0.20291261
OBI%,SH,0.1565,0.13421619,0.107669994,0.15014,5.0,-0.1492776
G_RF,SO,0.15648,0.11130918,0.043220006,0.15309,5.0,0.21253428
ABR,END_GAME,0.15645,0.15486424,0.10289,0.14828,5.0,0.039821606
CS,POS,0.15644,0.13573529,0.052880004,0.15644,4.321928,0.14389135
D_NETDP,PA_1B,0.15641,0.15209977,0.051599994,0.14732,5.0,0.065652266
R3BI%,SB%,0.15641,0.15164894,0.03068,0.14879,5.0,0.06900039
LD%,IBBR,0.1564,0.14520589,0.015220001,0.14816,5.0,0.10580219
LD%,FB%,0.1564,0.15630254,0.0391,0.14869,5.0,-0.009871607
HITR,G_LF,0.15635,0.15139432,0.04598,0.14732,5.0,0.07039663
POP%,SLG,0.15633,0.15511398,0.022459999,0.1489,5.0,-0.034871496
SB,GB%,0.15631,0.1271041,0.057820007,0.14707,5.0,0.17089733
G_CF,Batted Balls,0.15628,0.13004832,0.030470002,0.1493,5.0,0.16196194
SFR,PA_LF,0.15628,0.15617043,0.05676,0.14887,5.0,-0.0104677975
D_BPF,HRr,0.15628,0.1542674,0.012680002,0.14992,5.0,0.04486197
DP,HBP,0.15626,0.095262244,0.055479996,0.1547,5.0,0.24697724
G_SS,Record_ID#,0.15626,0.14712566,0.038559996,0.14763,5.0,0.095573686
R3,ABR,0.15626,0.14321774,0.02956,0.14769,5.0,-0.11420272
OUTR,G_LF,0.15622,0.1426086,0.027149998,0.14583,5.0,-0.116667904
D_OUTS_EQ,G_LF,0.1562,0.14154407,0.030079998,0.15135,5.0,0.12106171
ABR,LD,0.15613,0.15219937,0.018240001,0.1488,5.0,0.062694736
PA_DH,PITCHES,0.15612,0.14715476,0.017640002,0.15118,5.0,0.09468496
ABR,HBP,0.15612,0.11570203,0.08156,0.14677,5.0,-0.20104222
POP,3B,0.15611,0.057501324,0.040920004,0.1512,5.0,0.3140202
D_VORPr,PA_2B,0.15611,0.14136195,0.021109998,0.14975,5.0,0.12144159
PA_ROB,G_CF,0.1561,0.13882716,0.015090004,0.14859,5.0,0.13142619
G_1B,SO,0.15609,0.098003566,0.025700003,0.14988,5.0,0.24101129
HBPR,PA_3B,0.15609,0.15534092,0.021110013,0.14873,5.0,0.027369326
OBP,PA_2B,0.15608,0.14843222,0.046759993,0.14824,5.0,0.087451555
D_PMLVr,PA_3B,0.15608,0.1418104,0.021029994,0.1478,5.0,0.119455405
CS,GB%,0.15607,0.12629107,0.088369995,0.14894,5.0,0.17256573
SB%,PA_3B,0.15605,0.15574358,0.015100002,0.14757,5.0,0.017504724
UBBr,PA_CF,0.15601,0.15542829,0.020790003,0.14779,5.0,0.024118667
D_PMLV,INTERFERENCE,0.15601,0.15423767,0.13706,0.15007,5.0,-0.042098973
D_RPMLV,INTERFERENCE,0.15601,0.15596381,0.13271001,0.15377,5.0,-0.006796876
PA_LF,LEADOFF_PA,0.15599,0.13867253,0.042199995,0.15087,5.0,0.13159585
FC,SALARY,0.15597,0.14915912,0.1306,0.14738,5.0,0.082528114
PA_2B,IBB,0.15597,0.1509908,0.083900005,0.15287,5.0,-0.070563525
G_1B,SH,0.15597,0.11002944,0.064380005,0.15146,5.0,-0.21433751
G_SS,UBB,0.15597,0.15569372,0.03818,0.15228,5.0,0.016621573
SLG,PA_CF,0.15596,0.1493518,0.04254,0.14879,5.0,0.08129072
R3_BI,G_1B,0.15591,0.05295416,0.033830002,0.14994,5.0,0.32086733
PA_RF,SALARY,0.15589,0.14619374,0.02034,0.14887,5.0,0.09846956
G_SS,PA_DH,0.15589,0.14462948,0.021200001,0.14996,5.0,-0.10611559
G_DH,G_SS,0.15589,0.14395936,0.080400005,0.14996,5.0,-0.10922751
SFR,IBBR,0.15579,0.15014291,0.019019999,0.14665,5.0,0.07514711
DP%,G_1B,0.15579,0.1516447,0.03334,0.14882,5.0,0.06438391
HRr,FC,0.15578,0.1466736,0.12148,0.14814,5.0,0.09542746
LEADOFFR,OUTR,0.15578,0.15473066,0.013420001,0.14657,5.0,-0.03239349
OBI%,UBB,0.15578,0.09818452,0.026859999,0.14943,5.0,0.23999059
UBBr,POS,0.15577,0.13349563,0.098450005,0.1468,5.0,0.149246
PA_LF,Batted Balls,0.15573,0.13755849,0.031279996,0.14826,5.0,0.13480173
R3,PA_SS,0.15573,0.15054607,0.014519997,0.15104,5.0,0.07199941
RBIR,PA_CF,0.15571,0.15539505,0.047979996,0.1467,5.0,-0.017746778
R3BI%,B2R,0.15568,0.14898686,0.009949997,0.14786,5.0,0.08181164
OBP,Record_ID#,0.15566,0.15346102,0.02440001,0.14634,5.0,0.046893228
SOr,PB,0.15566,0.14683183,0.12871,0.14657,5.0,0.09395839
SB%,AVG,0.15565,0.056418136,0.034389995,0.14883,5.0,0.3150109
PA_1B,SH,0.15563,0.1111559,0.061260007,0.14932,5.0,-0.21088885
PA_3B,Record_ID#,0.15562,0.15218595,0.042329997,0.14709,5.0,0.05860079
AVG,PA_C,0.15562,0.1537026,0.024190001,0.15562,4.9068904,-0.043787967
PA_DH,PA,0.15559,0.14987467,0.022100002,0.14765,5.0,0.075599745
G_DH,PA,0.15559,0.15216713,0.034829997,0.14765,5.0,0.05850526
OBP,G_LF,0.15559,0.14378761,0.016309999,0.14648,5.0,0.10863881
G_3B,Record_ID#,0.15557,0.15245523,0.04224,0.14704,5.0,0.055810113
PA_LF,LD,0.15556,0.14522061,0.02048,0.14906,5.0,0.10168278
R2BI%,3B,0.15551,0.14113814,0.09024999,0.14937,5.0,0.119882695
PA_LF,IBB,0.15549,0.14023879,0.091709994,0.15042,5.0,0.12349579
R1_BI,PA_SS,0.15548,0.15407787,0.07594,0.15301,5.0,-0.037445
G_PR,GB,0.15547,0.11952378,0.04756,0.14606,5.0,-0.18959488
ABR,H,0.15545,0.15491514,0.016120002,0.14725,5.0,0.023127064
DP%,SO/BB,0.15543,0.15374996,0.032190003,0.14492,5.0,-0.04098831
G_SS,LEADOFF_PA,0.1554,0.11180626,0.057499997,0.15394,5.0,0.20879112
G_PR,G_3B,0.15538,0.15385477,0.08590999,0.15048,5.0,-0.039054144
B3R,SALARY,0.15533,0.14748193,0.02036,0.14548,5.0,-0.08858933
R,POP%,0.15533,0.13597283,0.02539,0.14964,5.0,-0.13913007
LD%,SO,0.15532,0.13978541,0.013790004,0.147,5.0,0.124637835
D_RARP,PA_C,0.15528,0.15467432,0.060450003,0.15377,5.0,0.024610482
D_RARP,G_C,0.15528,0.15527941,0.055669997,0.14804,5.0,-7.6048425E-4
D_MLV,PA_1B,0.15526,0.064531066,0.015889995,0.15076,5.0,0.30121243
PA_DH,SIT_DP,0.15525,0.14230642,0.021860003,0.15008,5.0,0.11376989
HBPR,PA_2B,0.15524,0.15523507,0.051459998,0.14637,5.0,0.0022223732
R1,PA_CF,0.15524,0.1348739,0.019869998,0.14824,5.0,0.14270985
DP%,PA_RF,0.15523,0.1543746,0.032819994,0.15106,5.0,-0.029247351
R3_BI,UBBr,0.15522,0.15452154,0.08073,0.14653,5.0,0.026428552
D_EqA,PA_LF,0.1552,0.12508443,0.033919998,0.14887,5.0,0.1735384
SH,H,0.15515,0.1545916,0.10135999,0.14804,5.0,0.023630323
PA_C,FB,0.15513,0.15511577,0.065630004,0.15492,5.0,-0.0037716646
R1_BI,PB,0.1551,0.08841975,0.078360006,0.15408,5.0,0.2582252
PICKOFF,D_ISO,0.15509,0.15252392,0.122420006,0.14635,5.0,0.05065649
R3_BI,SB%,0.15507,0.09734337,0.038279995,0.15086,5.0,0.24026367
PA_CF,SIT_DP,0.15504,0.13641417,0.024549998,0.14906,5.0,0.13647644
R3BI%,FB%,0.15499,0.15342088,0.027319998,0.14832,5.0,-0.039612237
R2,PA_C,0.15498,0.15484314,0.08787,0.15498,4.169925,0.011698757
R2,G_C,0.15498,0.15473723,0.087629996,0.15498,4.321928,-0.015580911
HRr,SO/BB,0.15497,0.154968,0.015090004,0.14616,5.0,0.0014172322
SOr,IBB,0.15491,0.1548507,0.10606,0.14555,5.0,-0.007700076
R3BI%,LD%,0.15489,0.13835172,0.04433,0.14647,5.0,0.12860122
R2BI%,PB,0.15481,0.14652298,0.12708999,0.14795,5.0,0.09103304
D_OUTS_EQ,G_CF,0.15479,0.11674597,0.038510002,0.15255,5.0,0.19504878
POP%,PA,0.15477,0.13912731,0.016200006,0.14494,5.0,-0.12507072
D_MLV,LEADOFFR,0.15477,0.15446243,0.02126,0.1478,5.0,-0.0175377
PA_ROB,PA_DH,0.15477,0.14383087,0.02645,0.14983,5.0,0.10459031
G_CF,1B,0.15476,0.13278195,0.042320006,0.14783,5.0,0.14824994
G_RF,TOB,0.15475,0.10777313,0.03276,0.14938,5.0,0.21674149
D_BPF,3B,0.15472,0.1547094,0.11354999,0.14424,5.0,0.0032543424
POP%,PB,0.15468,0.1537136,0.12823,0.14794,5.0,-0.031086916
ABR,WP,0.15467,0.15370224,0.11976,0.14686,5.0,-0.031108873
R,G_DH,0.15458,0.15045455,0.033429995,0.14974,5.0,0.06422963
D_PMLV,G_LF,0.15458,0.13974756,0.024960004,0.1498,5.0,0.121788494
G_2B,BB,0.15456,0.15396297,0.013180003,0.14838,5.0,0.024434326
OBI,POP%,0.15456,0.14217205,0.015550002,0.14969,5.0,-0.111301176
R1,G_CF,0.15452,0.1392542,0.010820001,0.14676,5.0,0.1235549
HITR,FC,0.15451,0.1335815,0.11963001,0.14522,5.0,0.14466687
POP%,ABR,0.15451,0.15418428,0.024050012,0.14652,5.0,0.018047843
OBI%,BB,0.15451,0.0853042,0.023720004,0.14886,5.0,0.26306996
UBBr,G_1B,0.1545,0.13830902,0.03588,0.14608,5.0,0.12724377
D_RAP,PA_LF,0.15446,0.13104731,0.017060004,0.14841,5.0,0.15301205
R2_BI,PB,0.15445,0.07491245,0.06239,0.15239,5.0,0.28202403
PA_3B,BB,0.15444,0.13692617,0.0429,0.14929,5.0,0.1323398
POP%,SH,0.15441,0.15089546,0.12689,0.14696,5.0,-0.05928358
DP%,FC,0.1544,0.15258092,0.110580005,0.1458,5.0,0.042650785
BK,SALARY,0.15437,0.124618374,0.12517999,0.14712,5.0,0.17248659
ROEr,AVG,0.15436,0.15232061,0.025260001,0.14691,5.0,-0.04515953
OUTR,PA_DH,0.15436,0.14226687,0.026239991,0.14643,5.0,-0.109968774
OUTR,G_DH,0.15436,0.14410707,0.05907,0.14643,5.0,-0.101256736
POP%,B3R,0.1543,0.1426093,0.012550011,0.14644,5.0,-0.1081236
G_C,2B,0.15429,0.1526245,0.06792001,0.15429,4.807355,-0.040810656
HRr,PB,0.15426,0.11956541,0.11167999,0.147,5.0,0.18626481
LEADOFFR,PA_PH,0.15426,0.15350595,0.054549992,0.14491,5.0,-0.027459837
LEADOFFR,G_PH,0.15426,0.15347348,0.054579996,0.14491,5.0,-0.028044788
SH,HR,0.15423,0.061190635,0.048709996,0.15236,5.0,-0.30502355
IBBR,BK,0.15423,0.15125628,0.13446,0.14592,5.0,0.054531768
OBI%,IBB,0.15422,0.081944674,0.03837,0.14746,5.0,0.2688407
SFR,PA_SS,0.15421,0.15259926,0.04756,0.1471,5.0,-0.040133975
CS,PA_C,0.15419,0.1327803,0.07006001,0.15195,5.0,-0.14632054
CS,G_C,0.15419,0.12910722,0.07006001,0.15419,4.9068904,-0.15837544
SFR,HBPR,0.15416,0.15396647,0.019499995,0.14642,5.0,-0.013910935
PA_1B,SALARY,0.15415,0.116025075,0.048439994,0.14582,5.0,0.19525604
UBBr,PA_2B,0.15414,0.14918268,0.06512,0.14569,5.0,-0.070408255
R3,BK,0.15414,0.102537625,0.11084999,0.14971,5.0,0.22716156
ROEr,PA_SS,0.15413,0.14986703,0.04033,0.14659,5.0,0.06529141
SB%,HBP,0.15413,0.12953116,0.07695999,0.14803,5.0,0.15684018
PA_1B,1B,0.15407,0.12487362,0.035510004,0.14778,5.0,0.1708695
SFR,PA_DH,0.15407,0.1540239,0.020860001,0.14546,5.0,0.0067902524
SFR,G_DH,0.15407,0.15402295,0.03953,0.14546,5.0,0.006859513
R3BI%,G_SS,0.15407,0.1535873,0.04162,0.14613,5.0,-0.021970605
OBP,G_1B,0.15404,0.11450896,0.04188,0.14781,5.0,0.19882414
HBPR,G_SS,0.15403,0.14710033,0.03882,0.14555,5.0,-0.08324457
D_VORP,PA_RF,0.15402,0.14372228,0.03289,0.14482,5.0,0.101477645
D_VORP,G_RF,0.15402,0.1470262,0.052899994,0.14482,5.0,0.083628915
HITR,PA_RF,0.154,0.14183515,0.0545,0.14563,5.0,0.110294364
HITR,G_RF,0.154,0.1447423,0.05822,0.14563,5.0,0.09621697
D_RPMLVr,G_CF,0.15396,0.14984183,0.036580004,0.14561,5.0,0.06417302
D_MLVr,G_LF,0.15392,0.12821499,0.03125,0.14916,5.0,0.1603278
R,G_PR,0.1539,0.102637164,0.05319,0.14837,5.0,-0.22641297
LD,BK,0.15386,0.13716878,0.12374,0.14771,5.0,0.12919451
G_C,SIT_DP,0.15385,0.1523204,0.0761,0.15044,4.9068904,-0.03911018
R3BI%,G_2B,0.15384,0.13530247,0.02135,0.14657,5.0,0.13615261
PA_CF,H,0.15381,0.12282391,0.035030004,0.14665,5.0,0.17602865
R2,POP%,0.15381,0.13967465,0.043279998,0.14578,5.0,-0.11889218
SO/BB,PA_PH,0.1538,0.15215164,0.05822,0.14527,5.0,0.04059989
SO/BB,G_PH,0.1538,0.15218249,0.060069993,0.14527,5.0,0.04021816
OUTR,INTERFERENCE,0.15377,0.1532658,0.13802,0.14593,5.0,-0.02245416
R3BI%,SB,0.15376,0.15192942,0.040020004,0.14471,5.0,0.042785197
PA_1B,SO,0.15373,0.089705795,0.017280005,0.14833,5.0,0.25303006
G_LF,HR,0.15373,0.095304385,0.06255001,0.14895,5.0,0.24171393
FC,2B,0.15369,0.08252193,0.073089994,0.14948,5.0,0.26677343
G_1B,TB,0.15363,0.080570586,0.046120003,0.15,5.0,0.27029505
SLG,POS,0.1536,0.15340081,0.04753001,0.14686,5.0,0.014114006
OUTR,Record_ID#,0.15356,0.15144622,0.015429996,0.14509,5.0,-0.04597577
PA_2B,GB,0.15355,0.10935582,0.022519998,0.14564,5.0,0.21022412
PA_DH,IBB,0.15353,0.11603256,0.058310002,0.14784,5.0,0.19364256
D_RAP,PA_1B,0.1535,0.13021566,0.029590003,0.14592,5.0,0.15259208
D_EqA,PB,0.15346,0.10454842,0.11453,0.14723,5.0,0.22115962
3B,SALARY,0.15343,0.1533665,0.0999,0.1475,5.0,-0.007967953
D_NETDP,B2R,0.15341,0.15340991,0.021820001,0.14494,5.0,3.0514417E-4
NSOR,SALARY,0.1534,0.13471153,0.029399998,0.14733,5.0,-0.13670579
D_OUTS_EQ,PA_LF,0.15337,0.12953727,0.02138,0.1457,5.0,0.1543785
UBBr,PA_1B,0.15335,0.1348372,0.024680004,0.14954,5.0,0.13606174
LD%,POS,0.1533,0.15267539,0.11224,0.14657,5.0,-0.024992356
G_PR,PA_2B,0.15329,0.1519812,0.078080006,0.14965,5.0,-0.036177322
HBPR,G_3B,0.15325,0.15232973,0.029729992,0.14589,5.0,0.030335912
SB%,G_PH,0.15322,0.13444017,0.0304,0.14952,5.0,-0.13703953
END_GAMER,BBr,0.15321,0.1517532,0.0055500045,0.14493,5.0,-0.03816808
PA_3B,PA_1B,0.15315,0.1511622,0.022459999,0.14679,5.0,-0.044584744
SFR,G_SS,0.15314,0.1518409,0.052289993,0.14585,5.0,-0.03604301
GB%,G_3B,0.15314,0.11357597,0.02206999,0.14372,5.0,-0.19890706
